,movie,year,imdb,metascore,votes,grade,runtime,genre,n_imdb
1141,The Dictator,2012,6.4,58,255271,R,83 min,Comedy            ,64
1142,Zero Dark Thirty,2012,7.4,95,255099,R,157 min,"Drama, Thriller            ",74
1143,The Hunt,2012,8.3,77,249402,R,115 min,Drama            ,83
1144,John Carter,2012,6.6,51,244780,PG-13,132 min,"Action, Adventure, Sci-Fi            ",66
1145,Dredd,2012,7.1,60,238112,R,95 min,"Action, Crime, Sci-Fi            ",71
1146,Dark Shadows,2012,6.2,55,233869,PG-13,113 min,"Comedy, Fantasy, Horror            ",62
1147,Lincoln,2012,7.3,86,231968,PG-13,150 min,"Biography, Drama, History            ",73
1148,Chronicle,2012,7,69,231585,PG-13,84 min,"Drama, Sci-Fi, Thriller            ",70
1149,Total Recall,2012,6.3,43,230988,PG-13,118 min,"Action, Adventure, Sci-Fi            ",63
1150,The Place Beyond the Pines,2012,7.3,68,230432,R,140 min,"Crime, Drama, Thriller            ",73
1151,Battleship,2012,5.8,41,227391,PG-13,131 min,"Action, Adventure, Sci-Fi            ",58
1152,Seven Psychopaths,2012,7.2,66,226988,R,110 min,"Comedy, Crime            ",72
1153,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,218110,PG-13,115 min,"Adventure, Drama, Fantasy            ",55
1154,Lawless,2012,7.3,58,216682,R,116 min,"Crime, Drama            ",73
1155,End of Watch,2012,7.6,68,214502,R,109 min,"Action, Crime, Drama            ",76
1156,Hotel Transylvania,2012,7.1,47,208478,PG,91 min,"Animation, Comedy, Family            ",71
1157,Sinister,2012,6.8,53,202907,R,110 min,"Horror, Mystery, Thriller            ",68
1158,Safe House,2012,6.7,52,195080,R,115 min,"Action, Thriller            ",67
1159,American Reunion,2012,6.7,49,194335,R,113 min,Comedy            ,67
1160,The Impossible,2012,7.6,73,182057,PG-13,114 min,"Drama, History, Thriller            ",76
1161,Project X,2012,6.6,48,180224,R,88 min,Comedy            ,66
1162,The Dark Knight Rises,2012,8.4,78,1415600,PG-13,164 min,"Action, Thriller            ",84
1163,Django Unchained,2012,8.4,81,1243801,R,165 min,"Drama, Western            ",84
1164,The Avengers,2012,8,69,1203681,PG-13,143 min,"Action, Adventure, Sci-Fi            ",80
1165,The Hunger Games,2012,7.2,68,804715,PG-13,142 min,"Action, Adventure, Sci-Fi            ",72
1166,The Hobbit: An Unexpected Journey,2012,7.8,58,727240,PG-13,169 min,"Adventure, Family            ",78
1167,Silver Linings Playbook,2012,7.7,81,628555,R,122 min,"Comedy, Drama, Romance            ",77
1168,Skyfall,2012,7.7,81,598953,PG-13,143 min,"Action, Adventure, Thriller            ",77
1169,Life of Pi,2012,7.9,79,545441,PG,127 min,"Adventure, Drama, Fantasy            ",79
1170,Ted,2012,6.9,62,545249,R,106 min,Comedy            ,69
1171,Prometheus,2012,7,64,545090,R,124 min,"Adventure, Mystery, Sci-Fi            ",70
1172,Argo,2012,7.7,86,542417,R,120 min,"Biography, Drama, Thriller            ",77
1173,The Amazing Spider-Man,2012,6.9,66,534047,PG-13,136 min,"Action, Sci-Fi            ",69
1174,Looper,2012,7.4,84,507571,R,113 min,"Action, Crime, Drama            ",74
1175,21 Jump Street,2012,7.2,69,484980,R,109 min,"Action, Comedy, Crime            ",72
1176,The Perks of Being a Wallflower,2012,8,67,428881,PG-13,103 min,Drama            ,80
1177,Wreck-It Ralph,2012,7.7,72,353632,PG,101 min,"Animation, Adventure, Comedy            ",77
1178,Brave,2012,7.1,69,345942,PG,93 min,"Animation, Adventure, Comedy            ",71
1179,Cloud Atlas,2012,7.4,55,330277,R,172 min,"Action, Drama, Mystery            ",74
1180,Men in Black 3,2012,6.8,58,317337,PG-13,106 min,"Action, Adventure, Comedy            ",68
1181,Flight,2012,7.3,76,307448,R,138 min,"Drama, Thriller            ",73
1182,Moonrise Kingdom,2012,7.8,84,296578,PG-13,94 min,"Comedy, Drama, Romance            ",78
1183,Les Mis├⌐rables,2012,7.6,63,290351,PG-13,158 min,"Drama, History, Musical            ",76
1184,Jack Reacher,2012,7,50,289279,PG-13,130 min,"Action, Crime, Thriller            ",70
1185,The Expendables 2,2012,6.6,51,280771,R,103 min,"Action, Adventure, Thriller            ",66
1186,Taken 2,2012,6.2,45,276673,PG-13,92 min,"Action, Thriller            ",62
1187,The Bourne Legacy,2012,6.7,61,271853,PG-13,135 min,"Action, Adventure, Thriller            ",67
1188,Snow White and the Huntsman,2012,6.1,57,261938,PG-13,127 min,"Action, Adventure, Drama            ",61
1189,Pitch Perfect,2012,7.2,66,261009,PG-13,112 min,"Comedy, Music, Romance            ",72
1190,The Dictator,2012,6.4,58,255271,R,83 min,Comedy            ,64
1191,Zero Dark Thirty,2012,7.4,95,255099,R,157 min,"Drama, Thriller            ",74
1192,The Hunt,2012,8.3,77,249402,R,115 min,Drama            ,83
1193,John Carter,2012,6.6,51,244780,PG-13,132 min,"Action, Adventure, Sci-Fi            ",66
1194,Dredd,2012,7.1,60,238112,R,95 min,"Action, Crime, Sci-Fi            ",71
1195,Dark Shadows,2012,6.2,55,233869,PG-13,113 min,"Comedy, Fantasy, Horror            ",62
1196,Lincoln,2012,7.3,86,231968,PG-13,150 min,"Biography, Drama, History            ",73
1197,Chronicle,2012,7,69,231585,PG-13,84 min,"Drama, Sci-Fi, Thriller            ",70
1198,Total Recall,2012,6.3,43,230988,PG-13,118 min,"Action, Adventure, Sci-Fi            ",63
1199,The Place Beyond the Pines,2012,7.3,68,230432,R,140 min,"Crime, Drama, Thriller            ",73
1200,Battleship,2012,5.8,41,227391,PG-13,131 min,"Action, Adventure, Sci-Fi            ",58
1201,Seven Psychopaths,2012,7.2,66,226988,R,110 min,"Comedy, Crime            ",72
1202,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,218110,PG-13,115 min,"Adventure, Drama, Fantasy            ",55
1203,Lawless,2012,7.3,58,216682,R,116 min,"Crime, Drama            ",73
1204,End of Watch,2012,7.6,68,214502,R,109 min,"Action, Crime, Drama            ",76
1205,Hotel Transylvania,2012,7.1,47,208478,PG,91 min,"Animation, Comedy, Family            ",71
1206,Sinister,2012,6.8,53,202907,R,110 min,"Horror, Mystery, Thriller            ",68
1207,Safe House,2012,6.7,52,195080,R,115 min,"Action, Thriller            ",67
1208,American Reunion,2012,6.7,49,194335,R,113 min,Comedy            ,67
1209,The Impossible,2012,7.6,73,182057,PG-13,114 min,"Drama, History, Thriller            ",76
1210,Project X,2012,6.6,48,180224,R,88 min,Comedy            ,66
1211,The Dark Knight Rises,2012,8.4,78,1415600,PG-13,164 min,"Action, Thriller            ",84
1212,Django Unchained,2012,8.4,81,1243801,R,165 min,"Drama, Western            ",84
1213,The Avengers,2012,8,69,1203681,PG-13,143 min,"Action, Adventure, Sci-Fi            ",80
1214,The Hunger Games,2012,7.2,68,804715,PG-13,142 min,"Action, Adventure, Sci-Fi            ",72
1215,The Hobbit: An Unexpected Journey,2012,7.8,58,727240,PG-13,169 min,"Adventure, Family            ",78
1216,Silver Linings Playbook,2012,7.7,81,628555,R,122 min,"Comedy, Drama, Romance            ",77
1217,Skyfall,2012,7.7,81,598953,PG-13,143 min,"Action, Adventure, Thriller            ",77
1218,Life of Pi,2012,7.9,79,545441,PG,127 min,"Adventure, Drama, Fantasy            ",79
1219,Ted,2012,6.9,62,545249,R,106 min,Comedy            ,69
1220,Prometheus,2012,7,64,545090,R,124 min,"Adventure, Mystery, Sci-Fi            ",70
1221,Argo,2012,7.7,86,542417,R,120 min,"Biography, Drama, Thriller            ",77
1222,The Amazing Spider-Man,2012,6.9,66,534047,PG-13,136 min,"Action, Sci-Fi            ",69
1223,Looper,2012,7.4,84,507571,R,113 min,"Action, Crime, Drama            ",74
1224,21 Jump Street,2012,7.2,69,484980,R,109 min,"Action, Comedy, Crime            ",72
1225,The Perks of Being a Wallflower,2012,8,67,428881,PG-13,103 min,Drama            ,80
1226,Wreck-It Ralph,2012,7.7,72,353632,PG,101 min,"Animation, Adventure, Comedy            ",77
1227,Brave,2012,7.1,69,345942,PG,93 min,"Animation, Adventure, Comedy            ",71
1228,Cloud Atlas,2012,7.4,55,330277,R,172 min,"Action, Drama, Mystery            ",74
1229,Men in Black 3,2012,6.8,58,317337,PG-13,106 min,"Action, Adventure, Comedy            ",68
1230,Flight,2012,7.3,76,307448,R,138 min,"Drama, Thriller            ",73
1231,Moonrise Kingdom,2012,7.8,84,296578,PG-13,94 min,"Comedy, Drama, Romance            ",78
1232,Les Mis├⌐rables,2012,7.6,63,290351,PG-13,158 min,"Drama, History, Musical            ",76
1233,Jack Reacher,2012,7,50,289279,PG-13,130 min,"Action, Crime, Thriller            ",70
1234,The Expendables 2,2012,6.6,51,280771,R,103 min,"Action, Adventure, Thriller            ",66
1235,Taken 2,2012,6.2,45,276673,PG-13,92 min,"Action, Thriller            ",62
1236,The Bourne Legacy,2012,6.7,61,271853,PG-13,135 min,"Action, Adventure, Thriller            ",67
1237,Snow White and the Huntsman,2012,6.1,57,261938,PG-13,127 min,"Action, Adventure, Drama            ",61
1238,Pitch Perfect,2012,7.2,66,261009,PG-13,112 min,"Comedy, Music, Romance            ",72
1239,The Dictator,2012,6.4,58,255271,R,83 min,Comedy            ,64
1240,Zero Dark Thirty,2012,7.4,95,255099,R,157 min,"Drama, Thriller            ",74
1241,The Hunt,2012,8.3,77,249402,R,115 min,Drama            ,83
1242,John Carter,2012,6.6,51,244780,PG-13,132 min,"Action, Adventure, Sci-Fi            ",66
1243,Dredd,2012,7.1,60,238112,R,95 min,"Action, Crime, Sci-Fi            ",71
1244,Dark Shadows,2012,6.2,55,233869,PG-13,113 min,"Comedy, Fantasy, Horror            ",62
1245,Lincoln,2012,7.3,86,231968,PG-13,150 min,"Biography, Drama, History            ",73
1246,Chronicle,2012,7,69,231585,PG-13,84 min,"Drama, Sci-Fi, Thriller            ",70
1247,Total Recall,2012,6.3,43,230988,PG-13,118 min,"Action, Adventure, Sci-Fi            ",63
1248,The Place Beyond the Pines,2012,7.3,68,230432,R,140 min,"Crime, Drama, Thriller            ",73
1249,Battleship,2012,5.8,41,227391,PG-13,131 min,"Action, Adventure, Sci-Fi            ",58
1250,Seven Psychopaths,2012,7.2,66,226988,R,110 min,"Comedy, Crime            ",72
1251,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,218110,PG-13,115 min,"Adventure, Drama, Fantasy            ",55
1252,Lawless,2012,7.3,58,216682,R,116 min,"Crime, Drama            ",73
1253,End of Watch,2012,7.6,68,214502,R,109 min,"Action, Crime, Drama            ",76
1254,Hotel Transylvania,2012,7.1,47,208478,PG,91 min,"Animation, Comedy, Family            ",71
1255,Sinister,2012,6.8,53,202907,R,110 min,"Horror, Mystery, Thriller            ",68
1256,Safe House,2012,6.7,52,195080,R,115 min,"Action, Thriller            ",67
1257,American Reunion,2012,6.7,49,194335,R,113 min,Comedy            ,67
1258,The Impossible,2012,7.6,73,182057,PG-13,114 min,"Drama, History, Thriller            ",76
1259,Project X,2012,6.6,48,180224,R,88 min,Comedy            ,66
1260,The Wolf of Wall Street,2013,8.2,75,1064362,R,180 min,"Biography, Crime, Drama            ",82
1261,Gravity,2013,7.7,96,723403,PG-13,91 min,"Drama, Sci-Fi, Thriller            ",77
1262,Iron Man 3,2013,7.2,62,708975,PG-13,130 min,"Action, Adventure, Sci-Fi            ",72
1263,Man of Steel,2013,7.1,55,657206,PG-13,143 min,"Action, Adventure, Sci-Fi            ",71
1264,12 Years a Slave,2013,8.1,96,589394,R,134 min,"Biography, Drama, History            ",81
1265,The Hunger Games: Catching Fire,2013,7.5,76,582952,PG-13,146 min,"Action, Adventure, Sci-Fi            ",75
1266,The Hobbit: The Desolation of Smaug,2013,7.8,66,572715,PG-13,161 min,"Adventure, Fantasy            ",78
1267,World War Z,2013,7,63,563321,PG-13,116 min,"Action, Adventure, Horror            ",70
1268,Now You See Me,2013,7.3,50,561529,PG-13,115 min,"Crime, Mystery, Thriller            ",73
1269,Thor: The Dark World,2013,6.9,54,555186,PG-13,112 min,"Action, Adventure, Fantasy            ",69
1270,Prisoners,2013,8.1,74,540657,R,153 min,"Crime, Drama, Mystery            ",81
1271,Frozen,2013,7.5,74,526506,PG,102 min,"Animation, Adventure, Comedy            ",75
1272,Her,2013,8,90,483647,R,126 min,"Drama, Romance, Sci-Fi            ",80
1273,Oblivion,2013,7,54,460975,PG-13,124 min,"Action, Adventure, Sci-Fi            ",70
1274,Star Trek Into Darkness,2013,7.7,72,449188,PG-13,132 min,"Action, Adventure, Sci-Fi            ",77
1275,Pacific Rim,2013,6.9,65,448803,PG-13,131 min,"Action, Adventure, Sci-Fi            ",69
1276,The Great Gatsby,2013,7.3,55,442116,PG-13,143 min,"Drama, Romance            ",73
1277,American Hustle,2013,7.2,90,424016,R,138 min,"Crime, Drama            ",72
1278,Dallas Buyers Club,2013,8,84,409337,R,117 min,"Biography, Drama            ",80
1279,The Conjuring,2013,7.5,68,409238,R,112 min,"Horror, Mystery, Thriller            ",75
1280,The Wolverine,2013,6.7,61,408496,PG-13,126 min,"Action, Adventure, Sci-Fi            ",67
1281,Elysium,2013,6.6,61,400986,R,109 min,"Action, Drama, Sci-Fi            ",66
1282,Rush,2013,8.1,75,400918,R,123 min,"Biography, Drama, Sport            ",81
1283,Captain Phillips,2013,7.8,83,393739,PG-13,134 min,"Biography, Drama, Thriller            ",78
1284,We're the Millers,2013,7,44,378062,R,110 min,"Comedy, Crime            ",70
1285,This Is the End,2013,6.6,67,365885,R,107 min,Comedy            ,66
1286,Fast & Furious 6,2013,7.1,61,351890,PG-13,130 min,"Action, Adventure, Thriller            ",71
1287,Despicable Me 2,2013,7.4,62,350177,PG,98 min,"Animation, Adventure, Comedy            ",74
1288,Monsters University,2013,7.3,65,298677,G,104 min,"Animation, Adventure, Comedy            ",73
1289,The Secret Life of Walter Mitty,2013,7.3,54,279212,PG,114 min,"Comedy, Drama, Fantasy            ",73
1290,The Hangover Part III,2013,5.8,30,276441,R,100 min,"Comedy, Crime            ",58
1291,About Time,2013,7.8,55,272893,R,123 min,"Comedy, Drama, Fantasy            ",78
1292,Lone Survivor,2013,7.5,60,250686,R,121 min,"Action, Biography, Drama            ",75
1293,Snowpiercer,2013,7.1,84,248974,R,126 min,"Action, Drama, Sci-Fi            ",71
1294,Kick-Ass 2,2013,6.5,41,242868,R,103 min,"Action, Adventure, Comedy            ",65
1295,The World's End,2013,7,81,241655,R,109 min,"Action, Comedy, Sci-Fi            ",70
1296,Olympus Has Fallen,2013,6.5,41,241349,R,119 min,"Action, Thriller            ",65
1297,Don Jon,2013,6.5,66,218714,R,90 min,"Comedy, Drama, Romance            ",65
1298,Escape Plan,2013,6.7,49,215346,R,115 min,"Action, Thriller            ",67
1299,Ender's Game,2013,6.6,51,213963,PG-13,114 min,"Action, Adventure, Fantasy            ",66
1300,The Lone Ranger,2013,6.4,37,211405,PG-13,150 min,"Action, Adventure, Western            ",64
1301,Warm Bodies,2013,6.9,60,210847,PG-13,98 min,"Comedy, Horror, Romance            ",69
1302,Gangster Squad,2013,6.7,40,197873,R,113 min,"Action, Crime, Drama            ",67
1303,White House Down,2013,6.4,52,195142,PG-13,131 min,"Action, Drama, Thriller            ",64
1304,The Wolf of Wall Street,2013,8.2,75,1064362,R,180 min,"Biography, Crime, Drama            ",82
1305,Gravity,2013,7.7,96,723403,PG-13,91 min,"Drama, Sci-Fi, Thriller            ",77
1306,Iron Man 3,2013,7.2,62,708975,PG-13,130 min,"Action, Adventure, Sci-Fi            ",72
1307,Man of Steel,2013,7.1,55,657206,PG-13,143 min,"Action, Adventure, Sci-Fi            ",71
1308,12 Years a Slave,2013,8.1,96,589394,R,134 min,"Biography, Drama, History            ",81
1309,The Hunger Games: Catching Fire,2013,7.5,76,582952,PG-13,146 min,"Action, Adventure, Sci-Fi            ",75
1310,The Hobbit: The Desolation of Smaug,2013,7.8,66,572715,PG-13,161 min,"Adventure, Fantasy            ",78
1311,World War Z,2013,7,63,563321,PG-13,116 min,"Action, Adventure, Horror            ",70
1312,Now You See Me,2013,7.3,50,561529,PG-13,115 min,"Crime, Mystery, Thriller            ",73
1313,Thor: The Dark World,2013,6.9,54,555186,PG-13,112 min,"Action, Adventure, Fantasy            ",69
1314,Prisoners,2013,8.1,74,540657,R,153 min,"Crime, Drama, Mystery            ",81
1315,Frozen,2013,7.5,74,526506,PG,102 min,"Animation, Adventure, Comedy            ",75
1316,Her,2013,8,90,483647,R,126 min,"Drama, Romance, Sci-Fi            ",80
1317,Oblivion,2013,7,54,460975,PG-13,124 min,"Action, Adventure, Sci-Fi            ",70
1318,Star Trek Into Darkness,2013,7.7,72,449188,PG-13,132 min,"Action, Adventure, Sci-Fi            ",77
1319,Pacific Rim,2013,6.9,65,448803,PG-13,131 min,"Action, Adventure, Sci-Fi            ",69
1320,The Great Gatsby,2013,7.3,55,442116,PG-13,143 min,"Drama, Romance            ",73
1321,American Hustle,2013,7.2,90,424016,R,138 min,"Crime, Drama            ",72
1322,Dallas Buyers Club,2013,8,84,409337,R,117 min,"Biography, Drama            ",80
1323,The Conjuring,2013,7.5,68,409238,R,112 min,"Horror, Mystery, Thriller            ",75
1324,The Wolverine,2013,6.7,61,408496,PG-13,126 min,"Action, Adventure, Sci-Fi            ",67
1325,Elysium,2013,6.6,61,400986,R,109 min,"Action, Drama, Sci-Fi            ",66
1326,Rush,2013,8.1,75,400918,R,123 min,"Biography, Drama, Sport            ",81
1327,Captain Phillips,2013,7.8,83,393739,PG-13,134 min,"Biography, Drama, Thriller            ",78
1328,We're the Millers,2013,7,44,378062,R,110 min,"Comedy, Crime            ",70
1329,This Is the End,2013,6.6,67,365885,R,107 min,Comedy            ,66
1330,Fast & Furious 6,2013,7.1,61,351890,PG-13,130 min,"Action, Adventure, Thriller            ",71
1331,Despicable Me 2,2013,7.4,62,350177,PG,98 min,"Animation, Adventure, Comedy            ",74
1332,Monsters University,2013,7.3,65,298677,G,104 min,"Animation, Adventure, Comedy            ",73
1333,The Secret Life of Walter Mitty,2013,7.3,54,279212,PG,114 min,"Comedy, Drama, Fantasy            ",73
1334,The Hangover Part III,2013,5.8,30,276441,R,100 min,"Comedy, Crime            ",58
1335,About Time,2013,7.8,55,272893,R,123 min,"Comedy, Drama, Fantasy            ",78
1336,Lone Survivor,2013,7.5,60,250686,R,121 min,"Action, Biography, Drama            ",75
1337,Snowpiercer,2013,7.1,84,248974,R,126 min,"Action, Drama, Sci-Fi            ",71
1338,Kick-Ass 2,2013,6.5,41,242868,R,103 min,"Action, Adventure, Comedy            ",65
1339,The World's End,2013,7,81,241655,R,109 min,"Action, Comedy, Sci-Fi            ",70
1340,Olympus Has Fallen,2013,6.5,41,241349,R,119 min,"Action, Thriller            ",65
1341,Don Jon,2013,6.5,66,218714,R,90 min,"Comedy, Drama, Romance            ",65
1342,Escape Plan,2013,6.7,49,215346,R,115 min,"Action, Thriller            ",67
